% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1019460, Sun Mar 26 22:03:51 2023
1 8 -0.25485153067495325 -0.19873148058144685 0.05932626770844928 0.19397614900223964 0.8599762970273125 0.8870068202716789 1.005326593043063 1.2095363205225154
2 16 -0.20661675225829385 -0.12609740770913308 0.029945348507386373 0.33628017752657086 0.8599762970273125 0.8870068202716789 1.005326593043063 1.2095363205225154
3 24 -0.24963709966559838 -0.20078011787620023 0.07557724394712191 0.3981183226422465 0.8599762970273125 0.8870068202716789 1.005326593043063 1.2095363205225154
4 32 -0.36137734176665093 -0.260998023049358 0.10102393600765286 0.2737822885420638 0.8599762970273125 0.8870068202716789 1.005326593043063 1.2095363205225154
5 40 -0.2895989351832646 -0.27957908777362134 0.1367526787797192 0.14282761210753614 0.7636486148160436 0.871648356872937 1.1051296300760804 1.1982313782313305
6 48 -0.4254971901646219 -0.292077857008652 0.127119947247113 0.2020048036473377 0.7636486148160436 0.871648356872937 1.1051296300760804 1.1982313782313305
7 56 -0.5281732378487921 -0.33613850706051085 0.11077134233126928 0.2572323136614217 0.7636486148160436 0.871648356872937 1.1051296300760804 1.1982313782313305
8 64 -0.524737932793281 -0.33844751494012115 -0.002960273008634229 0.34596943602935065 0.7636486148160436 0.871648356872937 1.1051296300760804 1.1982313782313305
9 72 -0.5218884339650323 -0.39638490980812613 -0.12424512847024707 0.4728092204202954 0.5720509327719477 0.7229349701012803 1.062367487372934 1.421793965767306
10 80 -0.5716983576200414 -0.47652096081794365 -0.09531648438701104 0.49253701192304 0.5720509327719477 0.7229349701012803 1.062367487372934 1.421793965767306
