% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1019460, Sun Mar 26 22:03:51 2023
1 8 -0.15261391079720543 -0.03736068523491437 0.1512489021551985 0.22554624917876315 0.7925029787797802 0.9761975850259315 1.0863489437774696 1.1130243824680082
2 16 -0.15261391079720543 -0.03736068523491437 0.1512489021551985 0.22554624917876315 0.7925029787797802 0.9761975850259315 1.0863489437774696 1.1130243824680082
3 24 -0.15261391079720543 -0.03736068523491437 0.1512489021551985 0.22554624917876315 0.7925029787797802 0.9761975850259315 1.0863489437774696 1.1130243824680082
4 32 -0.15261391079720543 -0.03736068523491437 0.1512489021551985 0.22554624917876315 0.7925029787797802 0.9761975850259315 1.0863489437774696 1.1130243824680082
5 40 -0.2107934291184874 -0.15350973268201007 0.2765028223348539 0.30316359425611095 0.7836531840657659 0.8466772357833403 1.079847195819074 1.2259508061874065
6 48 -0.2107934291184874 -0.15350973268201007 0.2765028223348539 0.30316359425611095 0.7836531840657659 0.8466772357833403 1.079847195819074 1.2259508061874065
7 56 -0.2107934291184874 -0.15350973268201007 0.2765028223348539 0.30316359425611095 0.7836531840657659 0.8466772357833403 1.079847195819074 1.2259508061874065
8 64 -0.2107934291184874 -0.15350973268201007 0.2765028223348539 0.30316359425611095 0.7836531840657659 0.8466772357833403 1.079847195819074 1.2259508061874065
9 72 -0.1942275720884431 0.3087349536890558 0.4060998082096631 0.48795007161223164 0.5501069248672643 0.7694757148779109 1.0972802824969379 1.378863835579732
10 80 -0.1942275720884431 0.3087349536890558 0.4060998082096631 0.48795007161223164 0.5501069248672643 0.7694757148779109 1.0972802824969379 1.378863835579732
